conversion_id,campaign_id,timestamp,user_id,revenue_usd,country,customer_segment
CONV3323,CMP031,2026-08-30 06:35:50,0983c6ca-936f-4468-bb8a-3b473fee6036,183.43,UK,New
CONV3324,CMP016,2026-09-02 11:58:59,7ed6dd31-0a6a-4b08-852a-d1e2df2b0857,233.0,USA,New
CONV3325,CMP036,2025-10-01 08:28:18,1535ac91-2859-4a46-b4a3-44cd974247a5,256.09,Canada,New
CONV3326,CMP034,2026-10-20 20:53:59,a1dda4b0-d3c3-448f-a23f-a252e2908370,97.37,USA,VIP
CONV3327,CMP036,2025-09-24 02:20:11,356710cc-9038-4ec8-8338-a7ca56c82ea3,78.19,USA,New
CONV3328,CMP037,2026-11-12 20:26:28,682b0234-3342-421d-9676-85041a4587a9,94.99,India,Returning
CONV3329,CMP016,2026-09-06 12:32:26,2e4e483e-caa6-4bc0-996b-e98daeb9d19e,212.43,Canada,Returning
CONV3330,CMP006,2025-09-20 16:41:07,56d940d5-8baf-4742-9b3c-78a724c80588,212.5,Germany,New
CONV3331,CMP023,2026-03-24 23:02:39,f4c8416c-bad6-4cb5-ba69-25f85b87e719,17.59,UK,Returning
CONV3332,CMP027,2026-05-16 13:52:08,a30fe767-ca99-47aa-91ff-1bcb19ad9772,296.52,India,New
CONV3333,CMP034,2026-09-04 03:29:23,8d31c0b9-a5f7-4428-ab25-0c0bc0e72c55,155.09,India,Returning
CONV3334,CMP038,2025-02-27 11:51:55,19af7c53-48ba-4e6e-97fd-54a4915fc2b3,160.21,USA,New
CONV3335,CMP008,2026-04-11 18:54:01,b73cc69d-2530-49db-b1b7-7cf005d4aaf0,124.65,India,New
CONV3336,CMP030,2026-07-14 18:51:03,6d8b914f-f6c3-4f62-ba0d-1109dfb68a1d,73.68,India,New
CONV3337,CMP040,2026-05-08 19:48:00,79cbd3eb-bc8a-49cc-a3d1-d3f8b3c932b4,212.43,USA,Returning
CONV3338,CMP003,2026-12-25 19:40:09,fe7116e8-70b8-4296-8c76-559e4128cb45,249.51,USA,New
CONV3339,CMP001,2026-03-25 11:48:43,90564a2b-edb3-4cce-9b8d-6775cb479b5f,282.61,UK,Returning
CONV3340,CMP036,2025-09-23 12:37:53,e4ab2c95-dda7-497b-b191-8224efa44623,91.97,Germany,Returning
CONV3341,CMP017,2026-01-20 11:53:02,4b5000c3-a690-467c-a519-eb52db0fcc97,248.92,Canada,New
CONV3342,CMP020,2026-01-06 23:50:56,b3e7a361-f47b-4508-8fc2-6290c870b475,172.93,Canada,New
CONV3343,CMP028,2025-10-18 14:26:47,186a019c-4357-41ae-bc7e-b2706fe24c75,151.9,India,Returning
CONV3344,CMP024,2026-11-20 23:24:54,cb64d92f-e7b9-4b84-afdb-4f02d652c63c,75.89,India,New
CONV3345,CMP016,2026-09-07 03:38:35,6958b992-4f0e-43a4-9d68-20500f23d437,205.44,Germany,Returning
CONV3346,CMP007,2026-06-13 12:35:02,cfd37d3b-08db-4cd9-b284-d2d0278191fc,70.91,India,New
CONV3347,CMP034,2026-10-02 18:35:56,47c4d982-a6f0-4fd2-85f8-51f8bd21d861,266.9,India,Returning
CONV3348,CMP007,2026-07-28 11:52:20,5f6bb4a4-53cf-4fa2-ab74-87b6141dad51,275.85,Germany,New
CONV3349,CMP019,2025-05-30 21:39:52,4854fd44-ba26-4eae-be21-4cbb72e3227c,165.73,USA,New
CONV3350,CMP009,2025-08-09 23:59:58,79ef4a9c-9842-481e-96d6-e1b72437f8d1,115.55,UK,Returning
CONV3351,CMP030,2026-07-19 01:50:24,1d660e28-8a83-49cb-8884-9ac1ef5055dc,33.06,India,New
CONV3352,CMP016,2026-07-31 00:52:32,c55cef3d-1ba0-4041-a862-4b792b0be578,288.58,India,New
CONV3353,CMP029,2026-01-29 06:57:02,698192b2-eb42-4670-ae0e-37eabfc67429,96.61,USA,New
CONV3354,CMP035,2026-09-05 16:36:09,cbe3259e-18e6-43c7-a8c7-9d7d965c5409,122.0,India,New
CONV3355,CMP021,2026-01-12 01:24:51,30c52dd1-5e54-4e7e-94ca-77048fa56f9e,237.69,USA,Returning
CONV3356,CMP029,2026-02-16 11:15:53,24e85977-9c67-4a1f-b205-4b5fbb8c64f2,262.86,USA,New
CONV3357,CMP031,2026-10-21 11:53:36,201f7c56-353c-4410-bbd7-a15e7317627a,215.9,India,New
CONV3358,CMP026,2026-12-18 23:15:03,786bebb2-7dfa-4d1a-820e-340260dfdb47,63.15,UK,Returning
CONV3359,CMP020,2026-01-10 15:17:08,92315350-2c57-4781-8660-6fdc29bef1b4,157.86,India,Returning
CONV3360,CMP007,2026-06-14 17:36:13,8295dcb3-9c68-44d7-9a33-9d710e65e032,267.2,India,Returning
CONV3361,CMP018,2026-07-11 00:48:11,3005426d-0ccb-4399-98d5-3ff5aab14143,254.71,India,New
CONV3362,CMP022,2026-12-30 12:50:53,eb30ced0-00af-4884-9353-873446c2e02e,263.86,India,New
CONV3363,CMP033,2025-09-07 23:00:07,1d1ddbc0-bdd7-4632-bafa-f4262ce63f50,269.18,USA,New
CONV3364,CMP030,2026-07-13 03:28:20,47ecdee9-f357-43ad-9e06-490da5d3db26,202.47,India,Returning
CONV3365,CMP005,2026-05-26 21:55:08,d2f255d4-aa76-4011-860e-f89df10384ac,119.92,India,Returning
CONV3366,CMP004,2026-12-12 07:20:22,f50de4f9-d9fb-4b55-8313-9f089e76be57,75.0,India,Returning
CONV3367,CMP036,2025-10-12 23:18:06,98efb670-cc8e-489b-8e77-43c0a5de1f24,286.84,Germany,New
CONV3368,CMP011,2026-03-09 04:56:09,4a009d65-1fad-47af-b6a0-3b77bdf62769,41.89,India,Returning
CONV3369,CMP013,2025-11-25 18:26:18,442ac29b-98d8-40d9-9a8c-1fec53f7fd4b,208.72,Germany,New
CONV3370,CMP027,2026-04-15 20:01:03,9ac37745-a5c5-4338-9786-605ed7848653,216.77,USA,New
CONV3371,CMP032,2026-11-03 07:20:36,3bdb8799-37b8-42ea-a48a-32e21af56a12,148.48,India,New
CONV3372,CMP015,2025-05-15 14:00:08,d553ac21-d486-40a2-b2aa-ccee8fc3ff5e,231.31,India,New
CONV3373,CMP033,2025-10-17 23:26:11,488eccb5-721d-4fb7-832d-036938792b9f,99.74,India,New
CONV3374,CMP016,2026-09-17 23:38:08,ca9d482b-c6e8-40c2-a055-5a36bbe7b817,283.05,USA,New
CONV3375,CMP018,2026-09-05 01:45:17,c4546bc2-edf8-4225-9a71-06795605d662,120.87,India,New
CONV3376,CMP001,2026-03-24 04:00:26,25d62bcd-b5eb-45b2-af75-8f1e55ae97f4,138.67,Germany,Returning
CONV3377,CMP024,2026-09-09 18:55:20,b67269db-adf7-47e9-8c91-12f95a1088ec,130.26,UK,New
CONV3378,CMP003,2026-12-02 10:57:45,32b0db63-43dd-419e-9af8-b81dd889b4a8,91.34,India,New
CONV3379,CMP022,2026-12-29 09:47:28,cefdb920-f20c-443d-bb91-5db6d594ec0a,129.92,India,New
CONV3380,CMP039,2026-01-13 07:48:42,5edf0806-c1ec-4d54-a09a-56c99fa3fd75,62.91,India,New
CONV3381,CMP003,2026-11-30 20:03:06,ca0169ba-90f1-4e04-a503-4a99d6176725,61.39,UK,New
CONV3382,CMP028,2025-11-02 07:35:31,134fe8b3-94ac-457e-9c19-b876006256be,183.11,India,New
CONV3383,CMP010,2026-10-03 05:27:58,88e533a6-e358-4b05-9eef-07231c9cfd1a,265.08,Canada,New
CONV3384,CMP022,2026-12-30 21:47:58,4de75524-2da5-41b0-bbb7-719c7d9ce22a,101.34,UK,New
CONV3385,CMP028,2025-11-18 23:44:11,58108281-e46d-4c15-9d52-5825980ab75c,274.86,Germany,New
CONV3386,CMP030,2026-07-29 15:11:29,196a872c-de15-44f9-a572-4a9207f7ef53,37.1,India,New
CONV3387,CMP013,2025-12-08 14:38:26,7be778d1-9862-421b-adf9-3bdec78af74b,47.35,UK,New
CONV3388,CMP021,2026-01-10 06:29:46,5dc81fb7-54a0-448a-a85f-60694dacbef1,175.22,UK,New
CONV3389,CMP024,2026-11-06 15:44:49,8295cd95-8b96-4ed6-b624-99cdee44d805,170.4,Germany,New
CONV3390,CMP002,2025-03-30 03:11:21,2292479b-2700-4720-84c7-456516c313b9,13.33,India,Returning
CONV3391,CMP005,2026-05-17 21:58:38,490d3276-6a49-4dde-b493-201f6cf72c99,177.07,India,New
CONV3392,CMP014,2026-12-16 15:31:29,cdc95d02-5684-4cab-9788-516731ae5f72,242.3,Canada,New
CONV3393,CMP020,2026-01-15 09:40:51,9162535c-e2c2-459d-bb51-f249cb737e4d,145.03,USA,New
CONV3394,CMP026,2026-12-10 02:31:55,f7ff6274-1ad0-40a8-b2e6-aa3f995c4b44,269.45,India,New
CONV3395,CMP015,2025-04-07 07:45:37,df63582a-8379-4e19-b298-d905f3365393,56.46,USA,Returning
CONV3396,CMP004,2026-12-15 21:20:34,270711d7-405f-4140-b754-b222521692aa,55.57,Canada,Returning
CONV3397,CMP017,2026-02-04 09:19:20,17bc19e1-849d-4057-99fa-9a9d092904a7,276.01,UK,Returning
CONV3398,CMP008,2026-04-08 19:48:02,cdb2962e-f8e5-41b9-9818-90b897db6239,153.4,UK,New
CONV3399,CMP014,2026-11-29 08:57:38,cca500f5-5d22-4d00-84d7-fe733e810bf2,2151.6,India,New
CONV3400,CMP030,2026-07-11 09:15:12,7bed9dc3-cf1e-40d1-a7be-aebfdbf6d6d6,45.14,India,Returning
CONV3401,CMP020,2026-01-03 10:04:15,cb2d4a50-dd87-4a41-8c61-2334f0b4bffb,31.98,India,New
CONV3402,CMP022,2026-12-30 00:28:59,e06b3df0-9341-43dd-a64a-50821fa0b5e9,267.49,Germany,New
CONV3403,CMP027,2026-05-28 08:05:46,f40f0904-62f0-4198-989d-507331357794,47.12,Germany,New
CONV3404,CMP005,2026-05-20 06:31:40,577c6b95-d7dd-4295-aa12-506cefae2783,70.35,Germany,VIP
CONV3405,CMP038,2025-01-15 08:53:58,04379b4a-dc57-4497-a7d9-bd0170be7dee,53.36,Germany,New
CONV3406,CMP011,2026-04-24 21:37:54,689853b7-4da9-4e7a-8695-e2dda145532c,59.72,Canada,New
CONV3407,CMP037,2026-12-13 19:41:08,e1e0add8-0c90-4dcf-9ec5-151249b831f1,41.17,UK,Returning
CONV3408,CMP012,2026-11-02 01:16:48,72b1dcfb-dff8-4290-a0c5-4c44d11bdd9d,73.07,India,New
CONV3409,CMP019,2025-05-22 06:38:48,114d4e02-ec77-4fda-b981-84977ef8aa06,231.57,India,New
CONV3410,CMP027,2026-04-15 19:20:49,27c95215-9ce7-411c-9505-103d1ed1d7ee,135.85,Canada,New
CONV3411,CMP028,2025-11-21 16:26:28,34f3a31e-3a54-4034-a5f2-86ee21b30872,260.67,Canada,New
CONV3412,CMP030,2026-07-07 13:29:59,aa27e270-d0d8-4e14-92b9-5cc553d38f5f,60.38,India,Returning
CONV3413,CMP038,2025-01-26 01:17:10,70e43927-51e2-4109-83d0-c85d047a5935,287.46,Canada,Returning
CONV3414,CMP039,2026-02-17 13:45:38,e1305348-811b-4e87-a683-ee0f5817fd3c,72.34,USA,New
CONV3415,CMP033,2025-09-07 16:17:03,c5fdb2da-958d-439d-b723-1b51086a79a6,257.2,UK,New
CONV3416,CMP027,2026-03-22 08:52:07,deb81c92-c2bb-4d9e-a0c0-332ebb6c90a3,119.77,India,VIP
CONV3417,CMP030,2026-08-06 21:09:28,be9d0280-6709-4de1-a1ad-7c685838dbd8,230.41,UK,Returning
CONV3418,CMP010,2026-10-15 00:27:53,f688d568-d94a-4cf2-bc6a-06af4ff00f8d,224.25,Germany,New
CONV3419,CMP031,2026-07-20 13:03:43,d8791841-000f-40c0-9315-b4ede19a5311,140.12,UK,New
CONV3420,CMP030,2026-07-12 18:50:11,b25dc503-49cf-4f17-9375-d1d4bdf7ca3c,189.65,India,Returning
CONV3421,CMP007,2026-07-04 20:42:57,c980d192-4a62-4444-9ebf-6857fa3dcc51,92.96,UK,New
CONV3422,CMP006,2025-09-24 20:16:19,2fc9b0c7-4e0d-404e-b31e-becc335b46b2,157.02,India,VIP
CONV3423,CMP028,2025-10-30 11:24:32,b695657c-061b-41e7-bbbe-d083edd2495b,43.96,USA,Returning
CONV3424,CMP030,2026-08-04 15:57:08,ed4e3567-affd-4b25-aee5-3a11af824b60,34.81,USA,New
CONV3425,CMP033,2025-09-23 08:56:31,270cfd4d-2056-4b36-a592-723def09b4cf,234.47,India,Returning
CONV3426,CMP029,2026-01-31 22:10:12,744dc168-0e6a-43be-9620-3ca7f8a1c3d9,292.85,USA,New
CONV3427,CMP027,2026-03-19 23:32:40,19e633f3-07e0-41e4-a2ed-47067f18fd32,233.82,India,New
CONV3428,CMP031,2026-08-26 15:17:09,a546adb3-bb3c-4fcc-b21c-2056a800de00,68.22,India,VIP
CONV3429,CMP023,2026-04-03 11:46:23,31d296db-da22-4652-a208-57529ca183cf,144.49,Canada,Returning
CONV3430,CMP012,2026-11-14 07:19:09,65bd9eca-99fa-4146-94fd-1cd4708885ac,258.59,India,New
CONV3431,CMP022,2026-12-30 08:58:23,aaebff3e-9759-4cd0-b7fa-5f5da8efe323,146.19,India,Returning
CONV3432,CMP032,2026-10-17 13:26:36,95196645-32f8-478a-ab75-15d315572d42,117.76,Canada,New
CONV3433,CMP017,2025-11-25 09:20:21,841c5921-6b40-4bcd-b655-32b6a06b6992,49.52,India,VIP
CONV3434,CMP037,2026-12-20 03:46:30,21d86fd0-4022-4b0a-b407-1161eb3dc2ae,290.52,India,VIP
CONV3435,CMP026,2026-12-22 21:25:44,c9ed6a2f-8e33-47db-aed6-395ff9bbb786,131.44,India,New
CONV3436,CMP026,2026-12-27 00:13:02,ae39966e-3802-4611-9e8f-93bbc6053b16,29.49,UK,Returning
CONV3437,CMP022,2026-12-28 12:51:26,e640c1b3-a624-4ac8-83d4-7a5d214fddb4,187.0,India,New
CONV3438,CMP016,2026-09-11 04:25:16,fc9c0b5a-3607-4442-9cdb-09bd34ffa021,211.65,UK,New
CONV3439,CMP006,2025-09-10 22:24:10,20990bfa-947e-4a64-b37b-6ffecbc46e9e,178.11,Germany,Returning
CONV3440,CMP013,2025-11-10 20:21:17,1953aa19-9b9a-429e-b011-b5ac383043ac,271.06,India,VIP
CONV3441,CMP009,2025-08-03 11:25:53,6d89f849-0a64-4540-9e7e-5a426a86f412,34.88,UK,Returning
CONV3442,CMP035,2026-09-16 10:13:03,062aa18e-fd0e-4c27-a0cb-2076a59e20a0,255.02,India,New
CONV3443,CMP022,2026-12-28 15:08:28,135aff65-f0e8-49ea-9cb5-fb66cc1a4aa4,232.63,India,New
CONV3444,CMP022,2026-12-30 09:29:27,5f4b98ef-edf1-4b50-acd5-3c4f775d0fbb,223.35,USA,Returning
CONV3445,CMP036,2025-10-19 01:31:14,5040fc41-8d1e-40d9-8a36-d3789dd83af4,169.74,India,Returning
CONV3446,CMP013,2025-11-11 22:09:28,2167bad6-b7cb-410d-be6c-ba47e5967905,66.7,India,Returning
CONV3447,CMP014,2026-12-03 13:38:54,6733bfcb-d9ca-475c-bffd-724de3b5afad,172.89,USA,New
CONV3448,CMP034,2026-10-16 09:17:35,6fb2e287-f9fc-47e4-80d6-b1cf9e766964,256.25,India,New
CONV3449,CMP004,2026-12-12 21:40:02,efc54dd9-cfd9-48b4-acbd-af3e7df8e3cf,98.58,Germany,Returning
CONV3450,CMP024,2026-08-30 13:53:18,12cc4325-922f-45bf-a12d-732a18f5615a,295.66,India,New
CONV3451,CMP028,2025-12-01 11:43:27,09a2f8bb-9455-4c01-9445-3d032e8e83d4,282.29,UK,New
CONV3452,CMP026,2026-12-13 01:53:59,1c3303df-10de-4aca-be1b-7a33d654bf18,219.23,India,New
CONV3453,CMP040,2026-03-29 14:58:11,1fd3abbb-9eae-4630-af5a-62e7726a1359,274.15,India,Returning
CONV3454,CMP027,2026-04-14 11:41:24,5bd2d707-d3f8-40b8-9012-38e0fed183dd,218.75,UK,New
CONV3455,CMP037,2026-11-25 18:50:21,7e780664-8f24-4050-93fe-87940b45d0cd,123.38,UK,Returning
CONV3456,CMP009,2025-06-14 07:26:54,7f33658c-93ec-4749-b032-6aeb55e201a0,123.85,USA,New
CONV3457,CMP019,2025-03-29 17:47:35,0bcadd57-74dc-46d4-b4f4-598bec8f019e,204.6,UK,New
CONV3458,CMP032,2026-09-30 07:54:16,09790907-8c10-4e0a-900c-2177d7288be8,80.0,India,Returning
CONV3459,CMP037,2026-11-13 22:02:24,c4f431d8-035a-4da3-b666-9c8dd6b612f2,259.91,India,New
CONV3460,CMP034,2026-08-19 14:41:11,59ad7366-02bf-4ed3-968d-52dd41033654,129.85,UK,New
CONV3461,CMP020,2026-01-11 08:34:17,1f4138bc-04d3-4a41-ab07-b45d1699ecd4,135.87,India,VIP
CONV3462,CMP001,2026-03-19 16:45:09,8463f12b-3a79-442f-bb17-48313d6ffa5f,221.12,UK,New
CONV3463,CMP014,2026-12-11 06:01:28,fc995053-b153-46b7-982b-d88e48ae9a5c,212.74,USA,New
CONV3464,CMP006,2025-08-15 12:48:58,87a2c084-da07-4650-83f3-35fdad4cd89e,192.06,India,New
CONV3465,CMP023,2026-03-04 19:09:05,ae0603ea-5a26-449d-8d15-0eb55c485efb,197.24,India,Returning
CONV3466,CMP011,2026-04-13 10:15:05,89e46a4a-ebf8-4c08-aa47-e6c2a80f26e6,262.1,USA,New
CONV3467,CMP019,2025-04-24 16:34:55,84c01848-acd0-43b2-93e7-ca0b31a1a26d,162.13,Germany,New
CONV3468,CMP018,2026-06-12 04:03:57,735f2bfe-6122-4c29-bc1e-e3c2362ffb78,274.53,India,Returning
CONV3469,CMP024,2026-11-13 21:15:58,44e80645-3c20-4fb9-81f7-eb5e50f57ee1,245.44,India,New
CONV3470,CMP031,2026-08-14 11:55:04,4cef1272-bdb7-4817-8a55-3d57e07c8769,29.79,India,Returning
CONV3471,CMP028,2025-11-14 10:41:46,81d8784b-edf8-4b0b-8f87-dba440bba032,200.38,Canada,New
CONV3472,CMP011,2026-03-11 14:32:41,2c6ec12f-4532-4f31-bd93-5487ebb8044f,144.2,Canada,New
CONV3473,CMP016,2026-09-06 08:49:04,832f3ddc-b878-4e3b-bf0f-f2c7a554d7c7,142.33,India,Returning
CONV3474,CMP008,2026-03-25 00:25:06,751d2c70-a2bf-462e-bf2c-da81d1aeee30,4858.2,Germany,New
CONV3475,CMP007,2026-08-31 07:29:23,4f9d2119-5873-45a7-b608-d24e69246e49,213.19,India,New
CONV3476,CMP021,2026-01-29 01:28:25,2862ddde-6474-4313-a870-70c1f5f100c1,163.05,USA,Returning
CONV3477,CMP003,2026-12-07 15:26:52,5f090fbd-f23d-402d-b407-0c7372c71c77,223.11,UK,New
CONV3478,CMP026,2026-12-30 02:20:50,5db50e16-c0ec-4146-9832-0e71bf8cabba,38.74,Germany,New
CONV3479,CMP010,2026-09-29 06:01:52,217ae4e9-fddf-4402-83ae-371359eb622a,294.71,UK,New
CONV3480,CMP019,2025-03-30 08:18:52,918d7b5d-0d0c-4a98-a64d-69343cc9a725,30.83,India,Returning
CONV3481,CMP008,2026-04-10 16:55:20,530755aa-cf01-4a20-8e76-61dc180f67c6,37.49,UK,Returning
CONV3482,CMP036,2025-12-25 01:18:32,e26ba681-2410-4cce-8909-85242e4737d3,281.83,USA,Returning
CONV3483,CMP013,2025-11-22 14:03:03,92802b71-8f48-449a-b793-b4b493006642,51.7,India,New
CONV3484,CMP003,2026-11-19 22:45:39,0787213f-0fbf-440c-92fb-f2bb2151c3e6,132.57,USA,Returning
CONV3485,CMP010,2026-10-05 09:47:20,d15d3a34-9341-4189-8bf5-48d1212c03be,38.08,USA,New
CONV3486,CMP007,2026-07-16 20:07:24,0df464e8-2e7b-442a-9185-89cca4ecaf38,209.82,India,New
CONV3487,CMP010,2026-10-17 23:29:19,2c2965cd-26ef-48ce-a037-2f2b2fe3990b,260.15,Canada,New
CONV3488,CMP008,2026-04-07 19:09:29,cf9cdd94-6774-4e54-84da-5f996f8d3262,288.17,Germany,New
CONV3489,CMP020,2026-01-04 03:55:50,8cec5c0e-04ab-4f51-b721-16483bb0997b,241.11,USA,Returning
CONV3490,CMP027,2026-03-26 00:35:03,192cdf21-f453-47df-9fe8-3c6c6fafd26d,113.74,Canada,New
CONV3491,CMP029,2026-01-12 15:52:08,c0b724ce-afa9-4add-abf8-6c1dfa5eb433,55.42,India,VIP
CONV3492,CMP001,2026-03-26 00:35:27,46b30d39-63b9-4673-93d8-cd0f013dda9c,175.58,Germany,New
CONV3493,CMP034,2026-09-19 00:29:58,b3a516c8-33dd-4109-840f-9bca39870e44,281.58,India,New
CONV3494,CMP033,2025-10-09 23:27:39,25db8387-6318-42ce-83aa-8abfdd399608,293.17,USA,New
CONV3495,CMP016,2026-09-01 06:27:21,72cf08ae-d11d-4d34-a4f6-df8ab7bf5223,277.39,Germany,New
CONV3496,CMP015,2025-03-21 02:23:24,3a47e1c8-7cdb-469d-8dc0-aaba91f31385,154.27,Germany,New
CONV3497,CMP014,2026-10-10 06:49:52,b8bdd46d-b337-48ff-a5d9-27191ebc6e30,267.86,USA,New
CONV3498,CMP013,2025-12-04 16:57:33,8df735ed-937f-4168-ad96-4c34008e7a27,149.1,USA,VIP
CONV3499,CMP040,2026-04-21 16:14:53,c91a6981-7f26-4383-9656-f0f352ecf240,124.58,UK,VIP
CONV3500,CMP022,2026-12-30 11:06:56,afa2eced-b034-427e-b777-c19b79b4f935,37.75,UK,New
CONV3501,CMP022,2026-12-28 18:43:03,37da974f-fbcb-498d-b7b8-1cb9a5f46290,138.47,UK,New
CONV3502,CMP035,2026-08-31 22:32:03,d60af2d1-f47c-48ab-93e5-914a25cd9eb4,42.44,Canada,Returning
CONV3503,CMP030,2026-07-28 06:07:38,ab29b754-d73d-4662-9cf2-118ba340d1fc,266.55,Canada,New
CONV3504,CMP021,2026-01-14 08:38:04,f0be3a89-f8b4-4b87-adf4-cb96557b78f2,292.48,USA,New
CONV3505,CMP022,2026-12-30 18:36:17,651aac17-1482-44cc-9a1f-5ddd4c5beebe,148.54,Canada,New
CONV3506,CMP031,2026-08-29 23:35:51,1339e160-adc9-4fa5-8490-cffe4fc1ac83,29.99,India,New
CONV3507,CMP035,2026-11-19 22:52:21,c4f6d569-ff17-4890-a725-6fa1bc73a844,121.62,India,Returning
CONV3508,CMP030,2026-08-05 01:43:46,ceebc527-7395-487b-bae8-2ec64cd1d678,191.78,India,Returning
CONV3509,CMP001,2026-04-08 16:44:51,151b0525-712a-4627-8ba9-561a2c841b1f,45.77,USA,New
CONV3510,CMP002,2025-05-06 22:38:17,8be5c65c-3712-45c8-ac69-aea32a9b9a9f,19.06,USA,Returning
CONV3511,CMP023,2026-03-26 17:15:21,bc5baa17-c945-4969-8980-61ea1393a967,282.1,India,New
CONV3512,CMP038,2025-02-20 17:32:45,0204a40e-227c-43dc-9c36-705271db3617,115.02,India,New
CONV3513,CMP005,2026-04-14 09:29:18,aa5a4040-2906-4fd8-b23d-e43cd862412f,261.63,India,VIP
CONV3514,CMP023,2026-02-11 09:59:14,67704a76-2fe0-4bd7-8714-2d65fb5c639a,274.6,India,New
CONV3515,CMP006,2025-08-25 08:39:32,795959cc-f630-495c-a6e0-c4a45da9c196,36.33,India,Returning
CONV3516,CMP038,2025-02-19 04:01:39,24af3f31-7f53-42d9-99e8-12a5b8fe48f7,164.39,Germany,New
CONV3517,CMP002,2025-02-08 00:08:20,e8734f52-11c0-465f-b90b-75a5bb293d17,170.87,India,New
CONV3518,CMP002,2025-04-15 22:05:10,9a89767e-e1c6-4365-aa7d-46bb71669330,97.75,Germany,New
CONV3519,CMP037,2026-12-03 03:19:13,10a2eba6-5d35-4906-922f-3445463de9e6,269.1,India,Returning
CONV3520,CMP032,2026-11-07 07:45:10,0ddb811b-c59d-4871-bcb6-b5bdaf169f6b,132.8,India,New
CONV3521,CMP037,2026-12-14 01:39:40,6cb1f8a5-f6e6-45ef-89aa-da735b830b8c,28.12,USA,Returning
CONV3522,CMP010,2026-09-17 10:48:28,d45302e0-09ec-47e6-95a4-016b7ceb9fef,287.97,Canada,New
CONV3523,CMP033,2025-10-15 01:28:21,c8571692-ad44-4e02-8c79-3f42eefbe699,35.95,India,Returning
CONV3524,CMP038,2025-03-04 01:32:12,82014432-a5e6-402f-b00a-a8286e24752c,31.07,USA,Returning
CONV3525,CMP013,2025-11-29 21:34:48,2e47fa2d-c46d-432e-beb6-55c24d0486f8,229.94,Canada,New
CONV3526,CMP025,2025-09-14 06:27:55,10751e31-f426-4727-9225-ad51018f612b,273.19,India,New
CONV3527,CMP040,2026-04-05 14:48:51,63683d6c-326e-484d-bb38-0ac2a25e8716,216.8,India,VIP
CONV3528,CMP033,2025-08-30 21:26:12,f998ae5a-5f64-4df5-bde1-c14b17f94316,123.82,Germany,New
CONV3529,CMP037,2026-12-06 17:08:02,22543021-493a-41fe-9d3c-a6b6947ae939,176.64,UK,New
CONV3530,CMP021,2025-12-17 00:25:27,eb5448b8-b008-4b18-bf99-5a5292a752a2,42.56,UK,VIP
CONV3531,CMP027,2026-05-28 09:15:51,1ea30ba6-d30b-415e-817e-ba2cfb95db45,263.67,UK,New
CONV3532,CMP004,2026-12-21 14:26:37,d1318c34-d8f3-4875-b226-20798742dada,204.75,India,New
CONV3533,CMP003,2026-12-07 21:41:30,4164a732-621a-4461-b20d-49c5d9699fae,21.97,UK,New
CONV3534,CMP022,2026-12-28 13:21:46,8f58b9d6-f8d2-4e70-a8c6-129126f21d67,20.0,Germany,New
CONV3535,CMP027,2026-05-12 06:38:19,31f6e23e-dd98-46fd-b171-c8e49cf952e7,179.04,India,Returning
CONV3536,CMP040,2026-03-31 09:53:40,8c759a33-5715-4ba8-b716-eef396a45359,288.62,UK,New
CONV3537,CMP021,2026-01-25 16:46:58,09e95d83-7a3e-44de-ad64-0d9383f8e334,134.57,India,Returning
CONV3538,CMP025,2025-09-25 14:41:25,888a9146-8c91-4467-8826-6a51e3f68f40,2858.2,USA,New
CONV3539,CMP013,2025-11-11 23:48:39,e5cc28cd-e72d-4fbc-a9a9-3306ca28ae88,296.08,Canada,Returning
CONV3540,CMP039,2026-02-03 05:56:07,86e694f4-d739-4d53-b012-46acaceefb3e,22.73,UK,VIP
CONV3541,CMP039,2026-01-23 04:56:54,195b5383-bb27-4a55-bbc2-4d72f56307d1,104.18,India,Returning
CONV3542,CMP002,2025-02-16 01:05:17,b4786869-2cfa-4424-8422-f24955a1d74b,35.44,India,Returning
CONV3543,CMP039,2025-12-28 12:51:09,bf46fd16-b7f2-4128-9860-5299d2bf9e32,32.52,UK,VIP
CONV3544,CMP032,2026-09-25 00:23:42,e9b35673-591e-4ce3-b753-899e8275054b,237.92,USA,New
CONV3545,CMP022,2026-12-30 08:04:45,51e53ae1-4eef-4d67-84c9-f1db15dd0973,31.06,USA,Returning
CONV3546,CMP011,2026-04-28 10:38:44,f3486d05-c646-46e4-9d11-668aec95863c,189.67,USA,New
CONV3547,CMP036,2025-12-06 07:02:52,f094a216-fdd9-4f6a-8045-5f534554128f,255.89,USA,Returning
CONV3548,CMP020,2026-01-05 08:09:05,5bdd8dd7-d4e4-4fd3-9490-caa68ded883b,185.41,USA,New
CONV3549,CMP007,2026-07-20 16:44:31,4ec0473f-ec64-4201-940d-42923d9097b8,280.73,India,VIP
CONV3550,CMP022,2026-12-30 18:03:47,f3f6dde3-f4a1-4992-a314-b016de8fa016,57.18,UK,New
CONV3551,CMP027,2026-04-29 13:57:43,8b748d2e-30df-4642-b1e4-bf37bda9a2df,87.13,India,Returning
CONV3552,CMP038,2025-02-14 21:10:35,dfcd6f65-0a82-4ffa-83b6-6f4e302902fe,226.59,India,Returning
